0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.4622151851654053,0.43289104104042053,-0.16164441406726837,-0.029910564422607422,0.07196369767189026,0.10885687172412872,-0.07479676604270935,0.15198823809623718,0.07132768630981445,-0.088172048330307,0.1667289435863495,0.07385849207639694,-0.08980497717857361,0.17518195509910583,0.022779837250709534,-0.08329683542251587,0.17146095633506775,0.049129605293273926,0.5230602622032166,0.44699639081954956,-0.16164441406726837,0.028808951377868652,0.11185139417648315,-0.34548382461071014,0.03655308485031128,0.23475593328475952,-0.37931661307811737,0.04324156045913696,0.26163727045059204,-0.4256915897130966,0.03457242250442505,0.2650878429412842,-0.43567948043346405,0.032370030879974365,0.25699806213378906,-0.38401930034160614
0.4622266888618469,0.4328891336917877,-0.15333428978919983,-0.029888927936553955,0.07153746485710144,0.11842117458581924,-0.07465070486068726,0.15202262997627258,0.09417107701301575,-0.0879780650138855,0.16674450039863586,0.09968823939561844,-0.08958971500396729,0.17519012093544006,0.04776979237794876,-0.08316826820373535,0.17147180438041687,0.07223917543888092,0.5235161185264587,0.4466952085494995,-0.15333428978919983,0.012871384620666504,0.11284273862838745,-0.37155887484550476,-0.010447680950164795,0.23608660697937012,-0.3894915282726288,-0.011098027229309082,0.2651193141937256,-0.43465176224708557,-0.01519399881362915,0.26711034774780273,-0.44393619894981384,-0.013721168041229248,0.2592398524284363,-0.39263877272605896
0.46233344078063965,0.43283605575561523,-0.13351929187774658,-0.029945790767669678,0.0716063380241394,0.12308129202574492,-0.07472294569015503,0.1527525782585144,0.09440230205655098,-0.0880315899848938,0.16722893714904785,0.10171458125114441,-0.08964931964874268,0.17549020051956177,0.05065464973449707,-0.08326452970504761,0.17182224988937378,0.07265830039978027,0.5236667990684509,0.44659993052482605,-0.13351929187774658,0.0028781890869140625,0.11414501070976257,-0.3927527666091919,-0.027014344930648804,0.23719093203544617,-0.4077337384223938,-0.029383838176727295,0.2661150395870209,-0.45469778776168823,-0.03277772665023804,0.26745495200157166,-0.4549916982650757,-0.030695199966430664,0.25951167941093445,-0.40769243240356445
0.4624691903591156,0.43276670575141907,-0.12275304645299911,-0.029766589403152466,0.07183590531349182,0.12138314242474735,-0.07482650876045227,0.15387770533561707,0.09187131002545357,-0.08813720941543579,0.1679251492023468,0.09938013181090355,-0.08977791666984558,0.17585495114326477,0.04833124577999115,-0.08340153098106384,0.1723630726337433,0.07016420364379883,0.523740291595459,0.4465489685535431,-0.12275304645299911,-0.008965253829956055,0.11585274338722229,-0.4033837094902992,-0.037864625453948975,0.23781892657279968,-0.413407601416111,-0.04103812575340271,0.2667429745197296,-0.46178189665079117,-0.04494324326515198,0.2675282657146454,-0.4567224159836769,-0.04390460252761841,0.25912150740623474,-0.411291278898716
0.46275049448013306,0.4314008057117462,-0.09120269864797592,-0.029546082019805908,0.07322028279304504,0.11332764849066734,-0.07508924603462219,0.15622678399085999,0.0714954137802124,-0.08840009570121765,0.16949108242988586,0.07758861314505339,-0.09005984663963318,0.17752984166145325,0.026858463883399963,-0.08367288112640381,0.17445728182792664,0.049621712416410446,0.5229072570800781,0.4476448595523834,-0.09120269864797592,-0.021825730800628662,0.11831793189048767,-0.4367956295609474,-0.06349930167198181,0.2363157570362091,-0.4466407671570778,-0.07162684202194214,0.2652568519115448,-0.4957248345017433,-0.07787743210792542,0.26513323187828064,-0.48906055837869644,-0.07629275321960449,0.2562352120876312,-0.4437251463532448
0.46279048919677734,0.4312758147716522,-0.08318032324314117,-0.0294763445854187,0.07341006398200989,0.11028442718088627,-0.07516655325889587,0.15817388892173767,0.06369704939424992,-0.08842343091964722,0.17150583863258362,0.06904701143503189,-0.0901070237159729,0.17972597479820251,0.01802748441696167,-0.08371084928512573,0.17667022347450256,0.04146856442093849,0.5225135087966919,0.4476066529750824,-0.08318032324314117,-0.024112671613693237,0.11866739392280579,-0.44930611550807953,-0.07154905796051025,0.23390421271324158,-0.4639802426099777,-0.08306506276130676,0.2629668414592743,-0.5206461995840073,-0.09073832631111145,0.25992104411125183,-0.5035096257925034,-0.08848792314529419,0.24993309378623962,-0.4577268213033676
0.4628758430480957,0.4312717318534851,-0.06402742862701416,-0.029460132122039795,0.07383996248245239,0.10899719968438148,-0.0755530297756195,0.159601092338562,0.05461640935391188,-0.08852055668830872,0.17248356342315674,0.05930090043693781,-0.0902228057384491,0.1808963418006897,0.007604062557220459,-0.08383339643478394,0.17788559198379517,0.03176761046051979,0.520980715751648,0.4474862515926361,-0.06402742862701416,-0.02363651990890503,0.11881759762763977,-0.4677233099937439,-0.07459300756454468,0.22923555970191956,-0.48481637239456177,-0.086284339427948,0.25861749053001404,-0.5432555675506592,-0.094931960105896,0.2541380226612091,-0.524093747138977,-0.09257704019546509,0.2439163625240326,-0.47775787115097046
0.4628843665122986,0.43133753538131714,-0.06435929983854294,-0.029466986656188965,0.0750662088394165,0.11089454591274261,-0.07598826289176941,0.1606244444847107,0.05265079811215401,-0.0886620581150055,0.17331767082214355,0.05633794143795967,-0.09031558036804199,0.18165642023086548,0.004236243665218353,-0.08393827080726624,0.17868274450302124,0.029562469571828842,0.5201533436775208,0.44737952947616577,-0.06435929983854294,-0.023884445428848267,0.11918669939041138,-0.4669344499707222,-0.07649660110473633,0.22479748725891113,-0.48868943005800247,-0.08806052803993225,0.25453436374664307,-0.5485323742032051,-0.0970296859741211,0.24964982271194458,-0.5309984758496284,-0.09544956684112549,0.23862195014953613,-0.48229575902223587
0.46283596754074097,0.43153566122055054,-0.06368906050920486,-0.029537558555603027,0.0765114426612854,0.11096619814634323,-0.07669422030448914,0.16067451238632202,0.05046794842928648,-0.08909928798675537,0.17330408096313477,0.053735168650746346,-0.09061360359191895,0.18163961172103882,0.0015130899846553802,-0.08425843715667725,0.1786658763885498,0.027270812541246414,0.5195246934890747,0.44708389043807983,-0.06368906050920486,-0.02368152141571045,0.11964184045791626,-0.4672728702425957,-0.07653185725212097,0.22286570072174072,-0.4933367893099785,-0.08848839998245239,0.25235307216644287,-0.5536618754267693,-0.09769338369369507,0.24744123220443726,-0.5378402993083,-0.0958440899848938,0.23644840717315674,-0.487777940928936
0.46284040808677673,0.4318864941596985,-0.061001967638731,-0.02955809235572815,0.07704472541809082,0.11101565137505531,-0.07692393660545349,0.16054707765579224,0.05012311972677708,-0.08929461240768433,0.17342913150787354,0.05290410295128822,-0.09075859189033508,0.1816733479499817,0.00060262531042099,-0.08436375856399536,0.17859572172164917,0.026754364371299744,0.5190383195877075,0.44700703024864197,-0.061001967638731,-0.022531867027282715,0.11965033411979675,-0.4697571285068989,-0.07625129818916321,0.22068974375724792,-0.4972400553524494,-0.08818262815475464,0.2500743567943573,-0.5574137456715107,-0.09813177585601807,0.24463286995887756,-0.542564082890749,-0.09624055027961731,0.2336573302745819,-0.4921957142651081
